Path1,Column A,Column B,Column C,,name,CSV Reference,Paste Embed Code in This Column,Share Link,drill_category,drill_game_states,description,SOLIDIFICATION NUMBERS,Safe Name W/O Comma's,,tags,Quoted Description,createdDate,lastUpdated
Offense,,Offense,21-12 Motion Offense,1-4-1 Shifted Triangles Offense,1-4-1 Shifted Triangles - X Dodge,4,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=FtpyPAVRBpnLljq6b9Xp"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=FtpyPAVRBpnLljq6b9Xp,,,"This is the base for the 21-12 -  1-4-1 shifted triangles offense.

The rules for this offense are as follows. 

The players are divided into midfield and attack groups of 3 players.
Motions are movements made when your group has the ball -  rotations are movements made with the other group has the ball.

We are using push pull -  motions -  exclusively. So if a player in your group is dodging -  and you are behind them -  they will pull you and  you must follow. If you are in front of them they will push you into the middle. The crease player will always float out the back side.

Dodgers can go any direction -  but if they dodge out of their box -  they need to get back to the crease once they move the ball. 

The only rotation we are using is backside exchange linear exchange. So -  wherever the Dodge happens from -  the player on the opposite side of the field -  and the crease player will switch places.",326,1-4-1 Shifted Triangles - X Dodge,1-4-1 Shifted Triangles,Intermediate - Whole Unit (8+) - Offense,"""This is the base for the 21-12 -  1-4-1 shifted triangles offense.

The rules for this offense are as follows. 

The players are divided into midfield and attack groups of 3 players.
Motions are movements made when your group has the ball -  rotations are movements made with the other group has the ball.

We are using push pull -  motions -  exclusively. So if a player in your group is dodging -  and you are behind them -  they will pull you and  you must follow. If you are in front of them they will push you into the middle. The crease player will always float out the back side.

Dodgers can go any direction -  but if they dodge out of their box -  they need to get back to the crease once they move the ball. 

The only rotation we are using is backside exchange linear exchange. So -  wherever the Dodge happens from -  the player on the opposite side of the field -  and the crease player will switch places.
""",2024-02-13T20:52:16.327Z,2024-02-20T17:20:58.778Z
Offense,,Offense,21-12 Motion Offense,12 Motions,12 | Carolina 1 (Fake Pick to ISO),183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=x3B5sOE9Od6XHtCW6FqC"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=x3B5sOE9Od6XHtCW6FqC,,,This is a way to isolate a dodge with a fake 2 Man Game on the opposite side.,328,12 | Carolina 1 (Fake Pick to ISO),12 | Carolina 1 (Fake Pick to ISO),Advanced - Whole Unit (8+),This is a way to isolate a dodge with a fake 2 Man Game on the opposite side.,2022-03-04T15:16:58.544Z,2022-03-04T15:19:21.359Z
Offense,,Offense,21-12 Motion Offense,12 Motions,12 | Carry Shallow Cut,183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=VaAuMW9cduW6pb6xVqRK"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=VaAuMW9cduW6pb6xVqRK,,,Carry Shallow Cuts are a great introduction to motion offensive tactics.,329,12 | Carry Shallow Cut,12 | Carry Shallow Cut,Beginner,Carry Shallow Cuts are a great introduction to motion offensive tactics.,2021-01-04T04:48:46.594Z,2024-04-09T00:04:29.554Z
Offense,,Offense,21-12 Motion Offense,12 Rotations,12 | Center Cut,183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=mqsCOTZwIGJweusnsGjd"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=mqsCOTZwIGJweusnsGjd,,,The Top Center Cut is a simple rotation where then player top center or at X to the crease.,335,12 | Center Cut,12 | Center Cut,Beginner,The Top Center Cut is a simple rotation where then player top center or at X to the crease.,2021-01-04T04:48:46.594Z,2025-01-29T16:34:15.797Z
Offense,,Offense,21-12 Motion Offense,12 Rotations,12 | Clear Out,183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ciHuRyw6mmGwxxSQVqOb"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=ciHuRyw6mmGwxxSQVqOb,,,A “Clear Out” is when the nearest player in the other group will move to the crease but the other players will stay where they are.,336,12 | Clear Out,12 | Clear Out,Beginner,A “Clear Out” is when the nearest player in the other group will move to the crease but the other players will stay where they are.,2021-01-04T04:48:46.594Z,2024-03-03T02:03:12.322Z
Offense,,Offense,21-12 Motion Offense,12 Rotations,12 | Clear Through - Fill - Fill,183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=mqsCOTZwIGJweusnsGjd"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=mqsCOTZwIGJweusnsGjd,,,The Clear Through Fill - Fill rotation clears out the entire side to allow dodgers to operate and it prepares for the next 21 Motion.,337,12 | Clear Through - Fill - Fill,12 | Clear Through,Beginner,The Clear Through Fill - Fill rotation clears out the entire side to allow dodgers to operate and it prepares for the next 21 Motion.,2021-01-04T04:48:46.594Z,2025-01-28T15:30:00.031Z
Offense,,Offense,21-12 Motion Offense,12 Motions,12 | Dodge - Clear Through - Follow,183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=nYK0L0G8T25zRSeprmuW"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=nYK0L0G8T25zRSeprmuW,,,Dodge - Clear Through - Follow is a triangle offensive concept with dodges from top center and x.,330,12 | Dodge - Clear Through - Follow,12 | Dodge,Beginner,Dodge - Clear Through - Follow is a triangle offensive concept with dodges from top center and x.,2021-01-04T04:48:46.594Z,2021-01-04T05:04:05.006Z
Offense,,Offense,21-12 Motion Offense,12 Rotations,12 | Fade - Fade - Cut The Middle,183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ciHuRyw6mmGwxxSQVqOb"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=ciHuRyw6mmGwxxSQVqOb,,,The Fade -  Push -  Cut the Middle Rotation is a part of the triangle offense and clears the side by moving away rather than moving to the middles. This creates a great opportunity with the backside player to cutting the middle.,338,12 | Fade - Fade - Cut The Middle,12 | Fade,Beginner,The Fade -  Push -  Cut the Middle Rotation is a part of the triangle offense and clears the side by moving away rather than moving to the middles. This creates a great opportunity with the backside player to cutting the middle.,2021-01-04T04:48:46.594Z,2024-03-03T02:02:22.320Z
Offense,,Offense,21-12 Motion Offense,12 Motions,12 | Overlaps - Flips / Fake Flips,183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=AEonO4l6HDM4HhdvW4MF"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=AEonO4l6HDM4HhdvW4MF,,,An Overlap happens when an off ball player runs by the ball carrier when he is on the outside of the field (farther away from the goal). This can be dangerous because it allows the off ball player to “free double” (when a defenseman can double the ball carrier while maintaining a good off ball position on their man).  The offense will move quickly and use flips or fake flips to manipulate the defenseman.,332,12 | Overlaps - Flips / Fake Flips,12 | Overlaps,Beginner - Offense,An Overlap happens when an off ball player runs by the ball carrier when he is on the outside of the field (farther away from the goal). This can be dangerous because it allows the off ball player to “free double” (when a defenseman can double the ball carrier while maintaining a good off ball position on their man).  The offense will move quickly and use flips or fake flips to manipulate the defenseman.,2021-01-04T04:48:46.594Z,2021-01-04T05:47:44.689Z
Offense,,Offense,21-12 Motion Offense,12 Motions,12 | Pass Down - Pick Down,183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OK7fpunWWYJMgojgPQxt"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=OK7fpunWWYJMgojgPQxt,,,Pass Down Pick Down,333,12 | Pass Down - Pick Down,12 | Pass Down,Beginner - Offense,Pass Down Pick Down,2021-01-04T04:48:46.594Z,2021-01-04T05:26:02.034Z
Offense,,Offense,21-12 Motion Offense,12 Motions,12 | Weave,183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zmUylf5CPV2xd4sCu83N"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=zmUylf5CPV2xd4sCu83N,,,The Weave Motion consists of consecutive pass down pick downs to opposite sides.,334,12 | Weave,12 | Weave,Beginner - Offense,The Weave Motion consists of consecutive pass down pick downs to opposite sides.,2021-01-04T04:48:46.594Z,2024-02-13T02:42:25.980Z
Offense,,Offense,21-12 Motion Offense,12 Motions,12 | Wing Dodge - Fade - Cut The Middle,183,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MkKORWI58t2Sn6Fl4Kt6"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=MkKORWI58t2Sn6Fl4Kt6,,,Although most 21-12 dodges are from the 1 position because wing dodges from the 2 are hard to keep symmetrical -  the Wing Dodge - Fade - Cut the Middle is the midfield motion used in the Cuse Offense with an added attackman.,331,12 | Wing Dodge - Fade - Cut The Middle,12 | Wing Dodge,Beginner,Although most 21-12 dodges are from the 1 position because wing dodges from the 2 are hard to keep symmetrical -  the Wing Dodge - Fade - Cut the Middle is the midfield motion used in the Cuse Offense with an added attackman.,2021-01-04T04:48:46.594Z,2025-02-06T16:10:00.591Z
Offense,,Offense,21-12 Motion Offense,21 Rotations,21 | Backside Exchange,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=DEqySRoLHvPRsEXBcUM2"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=DEqySRoLHvPRsEXBcUM2,,,The 21 Backside Exchange keeps the ball side outlet in front of the dodger for an easy redirect to the player poping off the crease.,346,21 | Backside Exchange,21 | Backside Exchange,Beginner,The 21 Backside Exchange keeps the ball side outlet in front of the dodger for an easy redirect to the player poping off the crease.,2021-01-04T04:48:46.594Z,2025-01-28T15:31:45.052Z
Offense,,Offense,21-12 Motion Offense,21 Motions,21 | Dodge - Flare,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3kSBdCP2i0j3ER6w0bwy"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=3kSBdCP2i0j3ER6w0bwy,,,Flares are a backside seal and pop to the top o the field.  It’s like a Mumbo -  but to the top.,343,21 | Dodge - Flare,21 | Dodge,,Flares are a backside seal and pop to the top o the field.  It’s like a Mumbo -  but to the top.,2021-01-04T03:14:07.024Z,2025-02-12T19:27:37.074Z
Offense,,Offense,21-12 Motion Offense,21 Motions,21 | Dodge - Follow - Float,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=8OldHBiAesIFQ9w3Bogr"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=8OldHBiAesIFQ9w3Bogr,,,The dodge -  follow -  float motion is the primary dodging motion in the triangle offense.  It’s simplicity makes it easy for players to understand when paired with the sweep - fade - float motion.,344,21 | Dodge - Follow - Float,21 | Dodge,,The dodge -  follow -  float motion is the primary dodging motion in the triangle offense.  It’s simplicity makes it easy for players to understand when paired with the sweep - fade - float motion.,2021-01-04T03:14:07.024Z,2025-01-27T20:25:27.936Z
Offense,,Offense,21-12 Motion Offense,21 Motions,21 | Dodge - Mirror - Fade,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=A4RupGDSAwfx14N27B0Y"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=A4RupGDSAwfx14N27B0Y,,,Dodge - Mirror - Fade is a 2 man mirror motion with a backside fade.,339,21 | Dodge - Mirror - Fade,21 | Dodge,Beginner,Dodge - Mirror - Fade is a 2 man mirror motion with a backside fade.,2021-01-04T03:14:07.024Z,2025-02-15T06:46:08.712Z
Offense,,Offense,21-12 Motion Offense,21 Motions,21 | Sweep - Fade - Float,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=SagRWY1DjMwWVsp8OZhd"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=SagRWY1DjMwWVsp8OZhd,,,The sweep -  fade -  float motion is the primary dodging motion in the triangle offense.  It’s simplicity makes it easy for players to understand when paired with the dodge - follow - float motion.,340,21 | Sweep - Fade - Float,21 | Sweep,Beginner,The sweep -  fade -  float motion is the primary dodging motion in the triangle offense.  It’s simplicity makes it easy for players to understand when paired with the dodge - follow - float motion.,2021-01-04T03:14:07.024Z,2025-02-11T14:50:30.106Z
Offense,,Offense,21-12 Motion Offense,21 Motions,21 | Sweep - Pick - Float,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=EqUTr0DL4UPl7DKCxCvA"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=EqUTr0DL4UPl7DKCxCvA,,,The Sweep -  Pick -  Float motion used a top center pick and float from the crease.,341,21 | Sweep - Pick - Float,21 | Sweep,Beginner,The Sweep -  Pick -  Float motion used a top center pick and float from the crease.,2021-01-04T03:14:07.024Z,2025-02-15T06:54:47.869Z
