Vimeo Connection ID,Strategy Categories,Strategy Name,Lacrosse Lab Link,description,Paste Embed Code in This Column
114,Defense,RIT House and 1 Zone,https://lacrosse.labradorsports.com/play?l=JvCpwg0ONqefTADHDSo6,"There are any options to play the ball at X depending on what you’d like to do with personnel. I don’t like the idea of leaving a player at X to look back up through the field -  but you may want to hold the pipes.

Rules
1) If you need to help and rotate -  do it.
2) The 1 and 3 Zones should be the primary players playing the wings.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=JvCpwg0ONqefTADHDSo6"" style=""max-width: 100%""></iframe>"
114,Defense,RIT House and 1 Zone,https://lacrosse.labradorsports.com/play?l=Yz3YeXI9T0J6Kd5HC1rc,"This diagram depicts the perimeter zones occupied by the House Players.  The 
1 Zone is Red -  
2 Zone is Orange -  
3 Zone is Grey -  
6 Zone is Yellow 
4 Zone is Green

All of these zones will help backside on the crease and rotate to mitigate threats.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Yz3YeXI9T0J6Kd5HC1rc"" style=""max-width: 100%""></iframe>"
114,Defense,RIT House and 1 Zone,https://lacrosse.labradorsports.com/play?l=Ga1ttvpfmobVsE4N4pW9,"When a ball carrier took the ball from one zone to the other -  the players in the House would pass the player off like a zone and then rotate if necessary behind them.

This is a play that Union used often.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Ga1ttvpfmobVsE4N4pW9"" style=""max-width: 100%""></iframe>"
114,Defense,RIT House and 1 Zone,https://lacrosse.labradorsports.com/play?l=j5ideji0Hm9URQLMKqJ9,As the ball swings in a 2-3-1 -  we have the option to play the ball at X.  If we don’t want to play the ball at X as the ball is swinging -  the 4 and 6 zones will hold their positions.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=j5ideji0Hm9URQLMKqJ9"" style=""max-width: 100%""></iframe>"
114,Defense,RIT House and 1 Zone,https://lacrosse.labradorsports.com/play?l=lJC36CTAz34Zs8TmpiB1,As the ball swings in a 2-3-1 -  we have the option to play the ball at X.  If we want to put pressure on -  who will play it will depend on whether the ball side low zone got pulled to the wing or not.  In this example -  the low zone gets pulled up and the opposite side moves to play the ball at X.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=lJC36CTAz34Zs8TmpiB1"" style=""max-width: 100%""></iframe>"
114,Defense,RIT House and 1 Zone,https://lacrosse.labradorsports.com/play?l=LhGx2HOP3ZUCZ4WuWvlO,As the ball swings in a 2-3-1 -  we have the option to play the ball at X.  If we don’t want to play the ball at X as the ball is swinging -  the 4 and 6 zones will hold their positions.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=LhGx2HOP3ZUCZ4WuWvlO"" style=""max-width: 100%""></iframe>"
114,Defense,RIT House and 1 Zone,https://lacrosse.labradorsports.com/play?l=gesoRwiF2jMvPz5PkiSC,"When a ball carrier took the ball from one zone to the other -  the players in the House would pass the player off like a zone and then rotate if necessary behind them.

This is a play that Union used often.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=gesoRwiF2jMvPz5PkiSC"" style=""max-width: 100%""></iframe>"
114,Defense,RIT House and 1 Zone,https://lacrosse.labradorsports.com/play?l=7xUvfMLTiigHysNPlXmT,This diagram shows how the RIT House and 1 Zone matches up against a 3-1-2 swinging the ball.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7xUvfMLTiigHysNPlXmT"" style=""max-width: 100%""></iframe>"
98,Defense,Rollback Doubles,https://lacrosse.labradorsports.com/play?l=sj1J0oB7ze3vrGrM20Z1,The best time to double is right as an offensive player turns their head away from you.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=sj1J0oB7ze3vrGrM20Z1"" style=""max-width: 100%""></iframe>"
98,Defense,Rollback Doubles,https://lacrosse.labradorsports.com/play?l=mLNEX26RAfsbeLdFELNb,The best time to double is when the office of Player turns their head away from you.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=mLNEX26RAfsbeLdFELNb"" style=""max-width: 100%""></iframe>"
115,Substitutions,Running The Box (Substitutions),,,
,Box,Rush Play - Power Play - Righty Finish,https://lacrosse.labradorsports.com/play?l=i6ydBZizgcrk0FIuZ4Ou,A multi look play by the Rush - All Looks.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=i6ydBZizgcrk0FIuZ4Ou"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Rutgers (21-12),https://lacrosse.labradorsports.com/play?l=BthJxaukleWsVrgtUb4A,"Rutgers is a set play within the 21-12 Offenae.  It utilizes the dodge follow float midfield motion and clear through fill fill attack rotation.

There is the option to have the clear through attackman pick for the cutting midfielder -  but sometimes it just mucks things up.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=BthJxaukleWsVrgtUb4A"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Rutgers 2-2-2 (21-21),https://lacrosse.labradorsports.com/play?l=5MPiGVtuAHezWPtm2S5K,"Rutgers is a set play within the 21-12 Offenae.  It utilizes the dodge follow float midfield motion and clear through fill fill attack rotation.

There is the option to have the clear through attackman pick for the cutting midfielder -  but sometimes it just mucks things up.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5MPiGVtuAHezWPtm2S5K"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Rutgers 2-2-2 (21-21) continued,https://lacrosse.labradorsports.com/play?l=l62GI2zI33FqWzdxoc48,<p>Rutgers is a set play within the 21-12 Offenae. It utilizes the dodge follow float midfield motion and clear through fill fill attack rotation. There is the option to have the clear through attackman pick for the cutting midfielder -  but sometimes it just mucks things up.</p>,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=l62GI2zI33FqWzdxoc48"" style=""max-width: 100%""></iframe>"
117,Man Up,Rutgers 3-3 Flip and Swing x2,,,
118,Offense,Rutgers Set Play (21-12),,,
121,Zone Offense - Set Plays,Salisbury Low Shallow Cut Look,https://lacrosse.labradorsports.com/play?l=dxSIHkHzlPN4oZNU13Tl,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dxSIHkHzlPN4oZNU13Tl"" style=""max-width: 100%""></iframe>"
60,Zone Offense,Salisbury Shallow Cut Zone Offense,https://lacrosse.labradorsports.com/play?l=7iqPmOxzaPma8MT2x0s9,This play works well because it systematizes the gaps in the defensive zone.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7iqPmOxzaPma8MT2x0s9"" style=""max-width: 100%""></iframe>"
31,Zone Offense,Side 3v2,https://lacrosse.labradorsports.com/play?l=i7GSgzit5zVhUOdtnXyP,This is the Cuse Motion Offense vs a 3-3 zone.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=i7GSgzit5zVhUOdtnXyP"" style=""max-width: 100%""></iframe>"
31,Zone Offense,Side 3v2,https://lacrosse.labradorsports.com/play?l=MV0qfNwnTWMxtHEvdYMK,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MV0qfNwnTWMxtHEvdYMK"" style=""max-width: 100%""></iframe>"
60,Zone Offense,Side 3v2,https://lacrosse.labradorsports.com/play?l=I9u2hz1ploOkCt4oO97g,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=I9u2hz1ploOkCt4oO97g"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Single,https://lacrosse.labradorsports.com/play?l=nOjJKn04EmSI1wVwaYJO,Single is an Endline play run out of a 2-3-1.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=nOjJKn04EmSI1wVwaYJO"" style=""max-width: 100%""></iframe>"
11,Clearing,Skeleton Clears,https://lacrosse.labradorsports.com/play?l=ybglIewYELX4sC5kN0Qk,The 2-3-2 Clear puts 2 midfielders 10 yards over midfield -  three just goalside of the midline -  and two making up the base of the clear.  The 2-3 2 has become the favorite of many collegiate teams because of how it helps them in the substitution game as well.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ybglIewYELX4sC5kN0Qk"" style=""max-width: 100%""></iframe>"
93,Clearing,Skeleton Clears,https://lacrosse.labradorsports.com/play?l=OiLHc6dq9RVRQbUBbT3R,"The Ladder Clear puts both midfielders on the off box side and tries to move the ball up the ladder.

Teams will clear up the off box side with their midfielders to keep the opposing riding midfielders on the field.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OiLHc6dq9RVRQbUBbT3R"" style=""max-width: 100%""></iframe>"
,Clearing,Skeleton Clears,https://lacrosse.labradorsports.com/play?l=rGeK9SpsldV6jkFh328n,The 2-2-3 Clear is just like a 4-3 clear except the midfielders cross the midline to bring riding players over the midline which should create more space and not let attackman and midfielders set traps and double too easily.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=rGeK9SpsldV6jkFh328n"" style=""max-width: 100%""></iframe>"
,Clearing,Skeleton Clears,https://lacrosse.labradorsports.com/play?l=KcRfug6JkP4Wo3ABWd60,The 4 - 3 Clear puts 4 players across the midline and 3 players building the base of the clear.  The upfield players will work back to the ball and turn upfield.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=KcRfug6JkP4Wo3ABWd60"" style=""max-width: 100%""></iframe>"
,Clearing,Skeleton Clears,https://lacrosse.labradorsports.com/play?l=1mxUE8zB8gQ0ilmlTJcy,The Diamond Clear creates a diamond with the upfield defenseman on the off box side -  both short stick midfielders in the middle (one restraining line -  one midline) -  and the LSM at the box.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=1mxUE8zB8gQ0ilmlTJcy"" style=""max-width: 100%""></iframe>"
,Clearing,Skeleton Clears,https://lacrosse.labradorsports.com/play?l=dbBI7s9YNjCycslnCSmQ,The Shorty Low Clear or Punt Return is used when a team has an extremely athletic and elusive player that can easily run the ball out.  He will wait inside to get the ball and then run it to the offensive side of the field.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dbBI7s9YNjCycslnCSmQ"" style=""max-width: 100%""></iframe>"
98,Defense,Slide and Recover Example,https://lacrosse.labradorsports.com/play?l=0x24f93jd3wwTJG518VC,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0x24f93jd3wwTJG518VC"" style=""max-width: 100%""></iframe>"
127,Transition Offense,Slow Break (6v5),https://lacrosse.labradorsports.com/play?l=sVf7Rc6eXKPthTr9PIo2,This slow break utilizes aspects of the 21-12 offense and sets teams up to Dodge if a 21-12 Set right away.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=sVf7Rc6eXKPthTr9PIo2"" style=""max-width: 100%""></iframe>"
127,Transition Offense,Slow Break (6v5),https://lacrosse.labradorsports.com/play?l=aGijN2J6WoDEazv2J8MK,"This Slow Break Offense will allow you to get your offensive personnel on the field while creating strong hand feed and finish looks!

Remember that the most important part of this Slow Break is That we get a good possession.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=aGijN2J6WoDEazv2J8MK"" style=""max-width: 100%""></iframe>"
127,Transition Offense,Slow Break (6v5),https://lacrosse.labradorsports.com/play?l=AuUMhw5qrYuhMjAdoTU6,"This Slow Break Offense will allow you to get your offensive personnel on the field while creating strong hand feed and finish looks!

Remember that the most important part of this Slow Break is That we get a good possession.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=AuUMhw5qrYuhMjAdoTU6"" style=""max-width: 100%""></iframe>"
127,Transition Offense,Slow Break (6v5),https://lacrosse.labradorsports.com/play?l=MyVyYL4OunKyny6KZjBM,"This Slow Break Offense will allow you to get your offensive personnel on the field while creating strong hand feed and finish looks!

Remember that the most important part of this Slow Break is That we get a good possession.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MyVyYL4OunKyny6KZjBM"" style=""max-width: 100%""></iframe>"
127,Transition Offense,Slow Break (6v5),https://lacrosse.labradorsports.com/play?l=uLyavMaP7bmRbIwzzoky,"This Slow Break Offense will allow you to get your offensive personnel on the field while creating strong hand feed and finish looks!

Remember that the most important part of this Slow Break is That we get a good possession.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=uLyavMaP7bmRbIwzzoky"" style=""max-width: 100%""></iframe>"
134,Substitutions,Subbing Through Midline,https://lacrosse.labradorsports.com/play?l=DUGfG5vbthIGowGH6kIA,"The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=DUGfG5vbthIGowGH6kIA"" style=""max-width: 100%""></iframe>"
134,Substitutions,Subbing Through Midline,https://lacrosse.labradorsports.com/play?l=dt0AqzjP91nv5KPM7VEP,"The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box. 

If the other team is subbing through the midline and you want to sub with them -  Our team will need to match their team step for step.
Attackman for new Middy through box on sides.
New Middy for old Middy through midline with the it middies.
Old Middy for Attackman through box. ","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dt0AqzjP91nv5KPM7VEP"" style=""max-width: 100%""></iframe>"
134,Substitutions,Subbing Through Midline,https://lacrosse.labradorsports.com/play?l=qi7qI4y4C7qR6QRQuABb,"If our opponents are subbing through the midline with us -  we can use a Pick to try to gain a step or even keep them on the field.

Defenseman for new Middy through box on sides.

New Middy will pick for another Middy (to get his own defender to show to the ball) and then sprint through midline.

If he gains a step -  we can pass to the new middy who should generate a 6 v 5 Break
.
If the other midfielder helps the ball -  we will have trapped an offensive or face off player on defense.

Old Midfielder for Defenseman through box.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qi7qI4y4C7qR6QRQuABb"" style=""max-width: 100%""></iframe>"
134,Substitutions,Subbing Through Midline,https://lacrosse.labradorsports.com/play?l=5CNU7g21al218zS9Wgdl,"The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5CNU7g21al218zS9Wgdl"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Syracuse Inbounds Play,https://lacrosse.labradorsports.com/play?l=SBw2Pgi4lcOVHEPdtwOb,The Syracuse Inbound Play is a simple pick inside.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=SBw2Pgi4lcOVHEPdtwOb"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Terps Set Play,https://lacrosse.labradorsports.com/play?l=FVU4GOkCrDM91WqDxneG,"This play was run by Maryland in the national championship game versus Cornell
","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=FVU4GOkCrDM91WqDxneG"" style=""max-width: 100%""></iframe>"
141,Transition Offense,Trailer Break (5v4),https://lacrosse.labradorsports.com/play?l=C3ObvlQs9ZaN1YkRsQUT,Transition opportunities come in all shapes and sizes. This 5v4 break can be tough for players to recognize -  but once they see the advantage -  it’s hard to stop.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=C3ObvlQs9ZaN1YkRsQUT"" style=""max-width: 100%""></iframe>"
141,Transition Offense,Trailer Break (5v4),https://lacrosse.labradorsports.com/play?l=CTxkLSLiT9eU3EVyf1C7,Transition opportunities come in all shapes and sizes. This 5v4 break can be tough for players to recognize -  but once they see the advantage -  it’s hard to stop.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=CTxkLSLiT9eU3EVyf1C7"" style=""max-width: 100%""></iframe>"
141,Transition Offense,Trailer Break (5v4),https://lacrosse.labradorsports.com/play?l=YqZozjgKCGYQSDSt51hz,This is Amhurst trailer brake scenario.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=YqZozjgKCGYQSDSt51hz"" style=""max-width: 100%""></iframe>"
,Offense,Triangle Offense,https://lacrosse.labradorsports.com/play?l=wNDn9d63LNUoBZqmJnY7,The triangle offense is a simple offense built with 2 groups of 3 players.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wNDn9d63LNUoBZqmJnY7"" style=""max-width: 100%""></iframe>"
92,Man Down,Trick Man Down Clear,,,
146,Transition Offense,UNC's 3 Man Slow Break Offense,,,
,Box,Up Pick Nations - Righty Finish,https://lacrosse.labradorsports.com/play?l=pfKifHnefeEVtPSwyjnS,A simple Man Up Play.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=pfKifHnefeEVtPSwyjnS"" style=""max-width: 100%""></iframe>"
149,Offense,Virginia‘a 2-2-2 From X,https://lacrosse.labradorsports.com/play?l=3pALMIGh5yocKiWdIOkY,A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3pALMIGh5yocKiWdIOkY"" style=""max-width: 100%""></iframe>"
149,Offense,Virginia‘a 2-2-2 From X,https://lacrosse.labradorsports.com/play?l=8mHwEoSROCQ2UU90MoHV,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the adjacent Defenseman slides the near side fade will step in for a step down.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=8mHwEoSROCQ2UU90MoHV"" style=""max-width: 100%""></iframe>"
149,Offense,Virginia‘a 2-2-2 From X,https://lacrosse.labradorsports.com/play?l=cefhevKmVhAZ1zX8KTLs,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the crease slides and the two covers the near side cut -  he will pass in the backside cut.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=cefhevKmVhAZ1zX8KTLs"" style=""max-width: 100%""></iframe>"
149,Offense,Virginia‘a 2-2-2 From X,https://lacrosse.labradorsports.com/play?l=F69ui9cKyPUu7aPspMUC,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the dodger can beat his man -  he will turn the corner and score.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=F69ui9cKyPUu7aPspMUC"" style=""max-width: 100%""></iframe>"
149,Offense,Virginia‘a 2-2-2 From X,https://lacrosse.labradorsports.com/play?l=qEktpOYlt3WYDhnjQ7eO,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the crease slides and there’s no two -  he will pass in the near side cut.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qEktpOYlt3WYDhnjQ7eO"" style=""max-width: 100%""></iframe>"
149,Offense,Virginia‘a 2-2-2 From X,https://lacrosse.labradorsports.com/play?l=9tg6MXBf8rfoLolKJvWl,A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=9tg6MXBf8rfoLolKJvWl"" style=""max-width: 100%""></iframe>"
149,Offense,Virginia‘a 2-2-2 From X,https://lacrosse.labradorsports.com/play?l=6M9zObCXA6sK3wLRwonn,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the crease slides and the two covers the near side cut and the 3 covers the backside cut -  the through pass will be open.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=6M9zObCXA6sK3wLRwonn"" style=""max-width: 100%""></iframe>"
149,Offense,Virginia‘a 2-2-2 From X,https://lacrosse.labradorsports.com/play?l=BT0m6rFo1DngcfHdOzyA,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the dodger can beat his man -  he will turn the corner and score.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=BT0m6rFo1DngcfHdOzyA"" style=""max-width: 100%""></iframe>"
148,Man Up,Virginia’s Man Up Motions into a 3-3,https://lacrosse.labradorsports.com/play?l=8ueg0ZApZqb7xTGntv5I,"Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s 2-3-1 to 3-3 emphasizes the shooting ability of #6 Dox Aitken by using #5 Matt Moore to seal the top right defenseman for him.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=8ueg0ZApZqb7xTGntv5I"" style=""max-width: 100%""></iframe>"
148,Man Up,Virginia’s Man Up Motions into a 3-3,https://lacrosse.labradorsports.com/play?l=v2j7wezgLzT0ZDkaFAY3,"Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s 3-3 to 3-3 Man Up Motion emphasizes the feeding ability of #2 Michael Kraus to exploit the off ball 2v1 between #22 Ryan Conrad and #3 Ian Laviano. This is also a quick hitter play that is traditionally run vs Man Down Defenses that use 3 players to defend the top 3 players in the man up.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=v2j7wezgLzT0ZDkaFAY3"" style=""max-width: 100%""></iframe>"
148,Man Up,Virginia’s Man Up Motions into a 3-3,https://lacrosse.labradorsports.com/play?l=g6IQhhy79FYSyM8QKkRs,"Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s Open to 3-3 Motion emphasizes the 2nd pass options that #5 Matt Moore will have after receiving the first pass from #2 Michael Kraus.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=g6IQhhy79FYSyM8QKkRs"" style=""max-width: 100%""></iframe>"
,Man Up,Vs a Lock Off,https://lacrosse.labradorsports.com/play?l=ieuK3p7r5zII5PGJZfhu,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ieuK3p7r5zII5PGJZfhu"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Warrior Flip Play,https://lacrosse.labradorsports.com/play?l=oTW61xiVWpy2lua7QUbs,This play was run by Arapahoe HS vs Valor in the 2022 Quarterfinals,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=oTW61xiVWpy2lua7QUbs"" style=""max-width: 100%""></iframe>"
100,,What are North South Dodges?,,,
129,,What Is Lacrosse,,,
116,Zone Offense,Wheels and Rotations,https://lacrosse.labradorsports.com/play?l=sbDEiaVjdMK129542lWL,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=sbDEiaVjdMK129542lWL"" style=""max-width: 100%""></iframe>"
116,Zone Offense,Wheels and Rotations,https://lacrosse.labradorsports.com/play?l=McrVEuwmHGlKUtnS8xe3,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=McrVEuwmHGlKUtnS8xe3"" style=""max-width: 100%""></iframe>"
116,Zone Offense,Wheels and Rotations,https://lacrosse.labradorsports.com/play?l=gw5mky38PDrMHbig58Vi,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=gw5mky38PDrMHbig58Vi"" style=""max-width: 100%""></iframe>"
116,Zone Offense,Wheels and Rotations,https://lacrosse.labradorsports.com/play?l=pA7SqwQEp0yr7jqUJiZc,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=pA7SqwQEp0yr7jqUJiZc"" style=""max-width: 100%""></iframe>"
,Zone Offense,Wheels and Rotations,https://lacrosse.labradorsports.com/play?l=C9T5sNiKfAaecOoZ68WN,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=C9T5sNiKfAaecOoZ68WN"" style=""max-width: 100%""></iframe>"
153,Defense,Wild Cat Zone Defense,https://lacrosse.labradorsports.com/play?l=Pi6CsmPHzf7FQvA7MGiy,"This diagram depicts Wild Cat Zones
1 Zone is Red -  
2 Zone is Orange -  
3 Zone is Grey -  
4 Zone is Green
5 Zone is Blue 
6 Zone is Yellow","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Pi6CsmPHzf7FQvA7MGiy"" style=""max-width: 100%""></iframe>"
153,Defense,Wild Cat Zone Defense,https://lacrosse.labradorsports.com/play?l=6w12KlTEZH4epa3BVns0,In the Wild Cat Zone -  the Hawk and Cat will string up to top center and down to X.   One of the main tenets of the zone is that we must have pressure back at X as we will only ever play X with one player.  There must be pressure because we will always try to trap on the corners.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=6w12KlTEZH4epa3BVns0"" style=""max-width: 100%""></iframe>"
153,Defense,Wild Cat Zone Defense,https://lacrosse.labradorsports.com/play?l=bRaeiajeLlkUZU67lpKN,In the Wild Cat Zone -  the Hawk and Cat will string up to top center and down to X.   One of the main tenets of the zone is that we must have pressure back at X as we will only ever play X with one player.  There must be pressure because we will always try to trap on the corners.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=bRaeiajeLlkUZU67lpKN"" style=""max-width: 100%""></iframe>"
153,Defense,Wild Cat Zone Defense,https://lacrosse.labradorsports.com/play?l=7CKhJuUeogfGzJTzEWCj,"In Wild Cat -  we have 3 rules the effect how we play the ball at X.  
1) We will send 1 Player to play the ball at X with loads of pressure -  almost to the point of trying to get beat.  This player is always the Cat.
2) When the ball is at X -  the Hawk will be covering the player on the crease looking up field for cutters -  while the 4 and 6 Zones hold their positions looking to create traps at the pipes.
3) If the ball is transferred from one side of X to another -  we will play the ball with as much pressure as possible.  If the ball is carried from one side of X to the other -  the on ball defenseman will play the ball the whole way while the other two low defenseman switch to occupy the 4 and 6 zones.  If the ball is passed from back left to back right or vice versa -  the Cat will the zone of the defenseman playing the ball.
4) Once the ball is passed up top -  the three low zones will snap back with as little movement as possible.  The players on the perimeter will bump the 4 or 6 zones back into the Cat Position.
5) If we trap at the 4 or 6 and the ball moves to the wing -  we will rotate with everyone except the backside low defender.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7CKhJuUeogfGzJTzEWCj"" style=""max-width: 100%""></iframe>"
