name,Vimeo Connection to Map,Reference ID,Strategy Categories,Strategy Name,Lacrosse Lab Link (JSONB Array),description (Combined),Paste Embed Code in This Column (JSONB Array)
"3v0, 3v2, and 3v3 Dodge Follow Float","176","176","","3v0, 3v2, and 3v3 Dodge Follow Float","[]","","[]"
"Dodge Follow Float Midfield Motion","177","177","","Dodge Follow Float Midfield Motion","[]","","[]"
"Sweep Fade Float Midfield Motion","178","178","","Sweep Fade Float Midfield Motion","[]","","[]"
"Best Drills and Games for Gym Practice","179","179","","Best Drills and Games for Gym Practice","[]","","[]"
"5 Keys to Picking and Building Lacrosse Drills","180","180","","5 Keys to Picking and Building Lacrosse Drills","[]","","[]"
"Technical Fouls of Lacrosse","181","181","","Technical Fouls of Lacrosse","[]","","[]"
"Virginia's 2-2-2 From X - Players Cut","182","182","","Virginia's 2-2-2 From X - Players Cut","[]","","[]"
"21-12 Motion Offense in 5 Minutes","183","183","Offense","#REF!","[""https://lacrosse.labradorsports.com/play?l=x3B5sOE9Od6XHtCW6FqC"",""https://lacrosse.labradorsports.com/play?l=VaAuMW9cduW6pb6xVqRK"",""https://lacrosse.labradorsports.com/play?l=nYK0L0G8T25zRSeprmuW"",""https://lacrosse.labradorsports.com/play?l=AEonO4l6HDM4HhdvW4MF"",""https://lacrosse.labradorsports.com/play?l=OK7fpunWWYJMgojgPQxt"",""https://lacrosse.labradorsports.com/play?l=zmUylf5CPV2xd4sCu83N"",""https://lacrosse.labradorsports.com/play?l=MkKORWI58t2Sn6Fl4Kt6"",""https://lacrosse.labradorsports.com/play?l=mqsCOTZwIGJweusnsGjd"",""https://lacrosse.labradorsports.com/play?l=ciHuRyw6mmGwxxSQVqOb"",""https://lacrosse.labradorsports.com/play?l=3kSBdCP2i0j3ER6w0bwy"",""https://lacrosse.labradorsports.com/play?l=8OldHBiAesIFQ9w3Bogr"",""https://lacrosse.labradorsports.com/play?l=A4RupGDSAwfx14N27B0Y"",""https://lacrosse.labradorsports.com/play?l=SagRWY1DjMwWVsp8OZhd"",""https://lacrosse.labradorsports.com/play?l=EqUTr0DL4UPl7DKCxCvA"",""https://lacrosse.labradorsports.com/play?l=F0iVyxvs2xecTROmBHZ5"",""https://lacrosse.labradorsports.com/play?l=mF9EemE4BZZeQJUMtwds"",""https://lacrosse.labradorsports.com/play?l=DEqySRoLHvPRsEXBcUM2"",""https://lacrosse.labradorsports.com/play?l=75YQtOJx85GYjJZqFzvc"",""https://lacrosse.labradorsports.com/play?l=gymwPFl3SRQTJi4ISR8R""]","This is a way to isolate a dodge with a fake 2 Man Game on the opposite side. | Carry Shallow Cuts are a great introduction to motion offensive tactics. | Dodge - Clear Through - Follow is a triangle offensive concept with dodges from top center and x. | An Overlap happens when an off ball player runs by the ball carrier when he is on the outside of the field (farther away from the goal). This can be dangerous because it allows the off ball player to “free double” (when a defenseman can double the ball carrier while maintaining a good off ball position on their man).  The offense will move quickly and use flips or fake flips to manipulate the defenseman. | Pass Down Pick Down | The Weave Motion consists of consecutive pass down pick downs to opposite sides. | Although most 21-12 dodges are from the 1 position because wing dodges from the 2 are hard to keep symmetrical -  the Wing Dodge - Fade - Cut the Middle is the midfield motion used in the Cuse Offense with an added attackman. | The Top Center Cut is a simple rotation where then player top center or at X to the crease. | A “Clear Out” is when the nearest player in the other group will move to the crease but the other players will stay where they are. | The Clear Through Fill - Fill rotation clears out the entire side to allow dodgers to operate and it prepares for the next 21 Motion. | The Fade -  Push -  Cut the Middle Rotation is a part of the triangle offense and clears the side by moving away rather than moving to the middles. This creates a great opportunity with the backside player to cutting the middle. | Flares are a backside seal and pop to the top o the field.  It’s like a Mumbo -  but to the top. | The dodge -  follow -  float motion is the primary dodging motion in the triangle offense.  It’s simplicity makes it easy for players to understand when paired with the sweep - fade - float motion. | Dodge - Mirror - Fade is a 2 man mirror motion with a backside fade. | The sweep -  fade -  float motion is the primary dodging motion in the triangle offense.  It’s simplicity makes it easy for players to understand when paired with the dodge - follow - float motion. | The Sweep -  Pick -  Float motion used a top center pick and float from the crease. | The sweep -  shallow cut -  float motion can easily be paired with the dodge follow float motion so that the high player will always moves to the middle and the crease will always move to the backside. | This motion uses an up pick from the crease and a fade from the opposite top player.  The dodger can dodge down the alley or sweep. | The 21 Backside Exchange keeps the ball side outlet in front of the dodger for an easy redirect to the player poping off the crease. | The 21 Backside Exchange is dangerous against crease slides because the player who is supposed to slide ends up defending the next dodge. | In order to create a complete offense -  we must include dodges with all perimeter players in either set. For an example -  we will combine motions and that have the same rules into sets and give those sets a name. Like stated on the previous page -  it is important that the motions use similar rules so that off ball player can react quickly and efficiently once they understand how to play within the concepts.
Regular - All motions are “Push-Pull” motions.
21 Motions - Dodge - Follow - Float and Sweep - Fade - Float
12 Motion - Center Dodge : Dodge - Clear Through - Follow
12 Motion - Wing Dodge : Dodge - Follow - Hold and Dodge - Fade - Cut The Middle
Fade and Cut The Middle Rotations - The closest player in the opposite group will always fade (or Pop) to be the forward outlet (unless they are already out of the way). The backside player will always cut the middle. If they rotate early because they expect the dodge to go one way and it goes the other -  they should maintain their movements and get reset into a 21 or 12 set.
12 Rotation : Fade - Fade - Cut The Middle
21 Rotation : Backside Exchange","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=x3B5sOE9Od6XHtCW6FqC\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=VaAuMW9cduW6pb6xVqRK\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=nYK0L0G8T25zRSeprmuW\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=AEonO4l6HDM4HhdvW4MF\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=OK7fpunWWYJMgojgPQxt\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=zmUylf5CPV2xd4sCu83N\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=MkKORWI58t2Sn6Fl4Kt6\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=mqsCOTZwIGJweusnsGjd\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=ciHuRyw6mmGwxxSQVqOb\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=3kSBdCP2i0j3ER6w0bwy\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=8OldHBiAesIFQ9w3Bogr\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=A4RupGDSAwfx14N27B0Y\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=SagRWY1DjMwWVsp8OZhd\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=EqUTr0DL4UPl7DKCxCvA\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=F0iVyxvs2xecTROmBHZ5\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=mF9EemE4BZZeQJUMtwds\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=DEqySRoLHvPRsEXBcUM2\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=75YQtOJx85GYjJZqFzvc\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=gymwPFl3SRQTJi4ISR8R\"" style=\""max-width: 100%\""></iframe>""]"
"14 Double Mumbo Set Play","184","184","Offense - Set Plays","14 Double Mumbo Set Play","[]","","[]"
"21 12 Motion Offense Modification","185","185","","21 12 Motion Offense Modification","[]","","[]"
"Big Little Picks","186","186","2 Man Ideas","Big Little Picks","[]","","[]"
"1-4-1 AT","","","Offense - Set Plays","1-4-1 AT","[""https://lacrosse.labradorsports.com/play?l=BwbBhCuLB7OzonXmcVaY""]","A great set play with many reads and looks.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=BwbBhCuLB7OzonXmcVaY\"" style=\""max-width: 100%\""></iframe>""]"
"2-2-2 Set","","","Offense","2-2-2 Set","[""https://lacrosse.labradorsports.com/play?l=sJK7dubOxdoD4KKDVzvv"",""https://lacrosse.labradorsports.com/play?l=uqYAlN8mbHX4F4PJKX8F"",""https://lacrosse.labradorsports.com/play?l=zK0n9iAq9cvVDz0kHaXm"",""https://lacrosse.labradorsports.com/play?l=ZhXHxG5447ueIyKWGFBP"",""https://lacrosse.labradorsports.com/play?l=K8oyX7CKFryEYhPgtJKf"",""https://lacrosse.labradorsports.com/play?l=6k885NPgCZh5KVgWMLFF"",""https://lacrosse.labradorsports.com/play?l=PxeBrTRInPLvANFUhCCh"",""https://lacrosse.labradorsports.com/play?l=H5Qhr17Un218ZQadC8mM""]","Top - is a 2-2-2 initiation where the players up top set the initial pick. | Center is a set we will pick from the inside out on separate sides. | 2-2-2 sides is a wing picks and fades set. | 2-2-2 Top is how we will initiate from up top out of the 2-2-2.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=sJK7dubOxdoD4KKDVzvv\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=uqYAlN8mbHX4F4PJKX8F\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=zK0n9iAq9cvVDz0kHaXm\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=ZhXHxG5447ueIyKWGFBP\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=K8oyX7CKFryEYhPgtJKf\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=6k885NPgCZh5KVgWMLFF\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=PxeBrTRInPLvANFUhCCh\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=H5Qhr17Un218ZQadC8mM\"" style=\""max-width: 100%\""></iframe>""]"
"2-3-1 Curl from X","","","Man Up","2-3-1 Curl from X","[""https://lacrosse.labradorsports.com/play?l=YIa3QWrLQZdLwlhojSGG"",""https://lacrosse.labradorsports.com/play?l=SzECBjIc1xLUicho5G45"",""https://lacrosse.labradorsports.com/play?l=OfGKJ7pNlUv7zDKsPhv0"",""https://lacrosse.labradorsports.com/play?l=jN6UY5EnEWIM1LXgrp0E""]","2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl draws the low zone and dumps to the wing for a step down. | 2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl fakes a pass to the wing to keep the defenseman away and curls the side. | 2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl from x will pass to the wing early to keep the low right zone on the wing -  receive a pass back as he curls -  catch and score. | 2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl draws the low zone and looks at the wing to draw the top zone to the wing and passes to the top right player cutting behind the top right zone.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=YIa3QWrLQZdLwlhojSGG\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=SzECBjIc1xLUicho5G45\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=OfGKJ7pNlUv7zDKsPhv0\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=jN6UY5EnEWIM1LXgrp0E\"" style=\""max-width: 100%\""></iframe>""]"
"3 Man Gears","","","Zone Offense - Set Plays","3 Man Gears","[""https://lacrosse.labradorsports.com/play?l=L6Ota4CBJgfqsYLZDXn7""]","This is a play in the 1-4–1 carry step off offense.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=L6Ota4CBJgfqsYLZDXn7\"" style=\""max-width: 100%\""></iframe>""]"
"3-3 3 Man Side Wheel","","","Man Up","3-3 3 Man Side Wheel","[""https://lacrosse.labradorsports.com/play?l=t4Q14UyOV1TDIQBMKQyS"",""https://lacrosse.labradorsports.com/play?l=ZvszFzSdv6vKjKYr7tOn"",""https://lacrosse.labradorsports.com/play?l=zZgN1jF7cIyTh2Ajhxb6""]","Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=t4Q14UyOV1TDIQBMKQyS\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=ZvszFzSdv6vKjKYr7tOn\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=zZgN1jF7cIyTh2Ajhxb6\"" style=\""max-width: 100%\""></iframe>""]"
"4-2 Offense","","","Offense","4-2 Offense","[""https://lacrosse.labradorsports.com/play?l=dz7jL4T0L9ftTrYcqo5B""]","This is an overview and example of the 4-2 Cuse Offense","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=dz7jL4T0L9ftTrYcqo5B\"" style=\""max-width: 100%\""></iframe>""]"
"5 Man Weave","","","Box","5 Man Weave","[""https://lacrosse.labradorsports.com/play?l=gxCpEJWAcKhLDPW5EM0t""]","This is the 5 Man Weave Offense","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=gxCpEJWAcKhLDPW5EM0t\"" style=\""max-width: 100%\""></iframe>""]"
"7v7","","","Offense","7v7","[""https://lacrosse.labradorsports.com/play?l=L8Ea2fE5uWBWvuk08zmF"",""https://lacrosse.labradorsports.com/play?l=fsJeGWbt5aT7jDs4CRmM""]","Pass Down Pick Down and Cycle Offense.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=L8Ea2fE5uWBWvuk08zmF\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=fsJeGWbt5aT7jDs4CRmM\"" style=\""max-width: 100%\""></iframe>""]"
"Army - Inbounds Play","","","Offense - Set Plays","Army - Inbounds Play","[""https://lacrosse.labradorsports.com/play?l=zm9MQU52aa720ElA3YGp""]","The Army inbounds play is a carry throw back on board with a seal and cut inside and up top.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=zm9MQU52aa720ElA3YGp\"" style=\""max-width: 100%\""></iframe>""]"
"Base Swings","","","Man Up & Man Down","Base Swings","[""https://lacrosse.labradorsports.com/play?l=umNDqgbUds0puGp9Hcd5"",""https://lacrosse.labradorsports.com/play?l=WYCo7G3yAPvwjW70hirU"",""https://lacrosse.labradorsports.com/play?l=oEgrW1Wbx6OZqFBqu7AA"",""https://lacrosse.labradorsports.com/play?l=T0yVxtMEAdbJxAfe2NPZ""]","1-4-1 Man Up Swing | 2-2-2 Swing | 2-3-1 Man Up Swing | Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=umNDqgbUds0puGp9Hcd5\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=WYCo7G3yAPvwjW70hirU\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=oEgrW1Wbx6OZqFBqu7AA\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=T0yVxtMEAdbJxAfe2NPZ\"" style=\""max-width: 100%\""></iframe>""]"
"Box Offense","","","Offense","Box Offense","[""https://lacrosse.labradorsports.com/play?l=2fEWwUfllMLfDqcNIadS""]","This simple offense combines 4 separate picks to run consistently and consecutively. It frustrates defenses by making them make decisions constantly and allows players to play fast within a structured offense that has a plethora of looks and playmaking opportunities.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=2fEWwUfllMLfDqcNIadS\"" style=\""max-width: 100%\""></iframe>""]"
"Butterfly","","","Offense - Set Plays","Butterfly","[""https://lacrosse.labradorsports.com/play?l=FWp9cNDQikBwkAWp93VY""]","This is a simple pick or dodging play that should free up an player slipping to the cage.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=FWp9cNDQikBwkAWp93VY\"" style=\""max-width: 100%\""></iframe>""]"
"Carolina Alley to Sweep","","","Offense - Set Plays","Carolina Alley to Sweep","[""https://lacrosse.labradorsports.com/play?l=CRYN6Ge79mNEUXgVlGMG""]","","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=CRYN6Ge79mNEUXgVlGMG\"" style=\""max-width: 100%\""></iframe>""]"
"Chaos Substitution Trick Play for 2","","","Offense - Set Plays","Chaos Substitution Trick Play for 2","[""https://lacrosse.labradorsports.com/play?l=tY8hlne3ZGvvRw6j1Rwr""]","Trick play run by Chaos for 2 Points vs Archers","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=tY8hlne3ZGvvRw6j1Rwr\"" style=\""max-width: 100%\""></iframe>""]"
"Compress and Explode","","","2 Man Ideas","Compress and Explode","[""https://lacrosse.labradorsports.com/play?l=UwjuhWFe5cy7Y8DvZx8n"",""https://lacrosse.labradorsports.com/play?l=qpYsWuutqTOm16PrwNNu""]","Layers refers to sections of the field moving from ball side to backside. The more layers we can actively playing in the more advanced our offense will be.  More Layers = Faster play.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=UwjuhWFe5cy7Y8DvZx8n\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=qpYsWuutqTOm16PrwNNu\"" style=\""max-width: 100%\""></iframe>""]"
"Defending the 1-4-1","","","Defense","Defending the 1-4-1","[""https://lacrosse.labradorsports.com/play?l=8jvdXCe9IbTgxNbAt1nV"",""https://lacrosse.labradorsports.com/play?l=KI47PgfMa6MjY2lg4oQt""]","Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

The 1-4-1 Double Mumbo play is a favorite of coaches.  It can be run as a set piece -  or as a precursor to a weave motion.  We both in this example. | Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

In this example -  we will outline how we would like to defend isolation dodges.  As a simple rule -  we will most likely slide and recover from the crease.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=8jvdXCe9IbTgxNbAt1nV\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=KI47PgfMa6MjY2lg4oQt\"" style=\""max-width: 100%\""></iframe>""]"
"Denver Elite Offense Overview for Laxcon","","","Offense - Set Plays","Denver Elite Offense Overview for Laxcon","[""https://lacrosse.labradorsports.com/play?l=cJwVbzyZHlYeerkLC6QS""]","Denver Elite Offense Overview for Laxcon","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=cJwVbzyZHlYeerkLC6QS\"" style=\""max-width: 100%\""></iframe>""]"
"Fast Break (4v3)","","","Transition Offense","Fast Break (4v3)","[""https://lacrosse.labradorsports.com/play?l=3Hj8NunLKucySGY78RPL""]","A more advanced Fastbreak where we utilize the depth of the field rather than a box To allow the midfielder to run directly down the center of the field.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=3Hj8NunLKucySGY78RPL\"" style=\""max-width: 100%\""></iframe>""]"
"Gold (Denver Modification)","","","Offense - Set Plays","Gold (Denver Modification)","[""https://lacrosse.labradorsports.com/play?l=FWp9cNDQikBwkAWp93VY""]","Denver Endline Play","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=FWp9cNDQikBwkAWp93VY\"" style=\""max-width: 100%\""></iframe>""]"
"Hi Wing Pairs and X","","","Offense","Hi Wing Pairs and X","[""https://lacrosse.labradorsports.com/play?l=QGhb9hhJKwdafT46spQ7""]","Hi wing pairs and acts as a building block to the Ohio State offense while in the box.  The X pair simply doesn’t have a second player.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=QGhb9hhJKwdafT46spQ7\"" style=\""max-width: 100%\""></iframe>""]"
"Maryland Double Pick Seal","","","Zone Offense - Set Plays","Maryland Double Pick Seal","[""https://lacrosse.labradorsports.com/play?l=BLJ0LmqtjZViyLNUoe6R""]","This is a play in the 1-4–1 carry step off offense.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=BLJ0LmqtjZViyLNUoe6R\"" style=\""max-width: 100%\""></iframe>""]"
"O-Show","","","Offense - Set Plays","O-Show","[""https://lacrosse.labradorsports.com/play?l=fhXmHvjX3iMo7IniT6j9""]","Reverse Denver Endline Play","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=fhXmHvjX3iMo7IniT6j9\"" style=\""max-width: 100%\""></iframe>""]"
"Open Set","","","Offense","Open Set","[""https://lacrosse.labradorsports.com/play?l=xD8ZvKmxeaa4YZ51yJ16"",""https://lacrosse.labradorsports.com/play?l=B2BP2Y9MqQYo4v4Nx1Pi"",""https://lacrosse.labradorsports.com/play?l=V5Coi9uOZX9iqjLiB0OZ"",""https://lacrosse.labradorsports.com/play?l=B48sX5oabKi6bwu4fvAH""]","Play works well because many teams do not train adjacent slides.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=xD8ZvKmxeaa4YZ51yJ16\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=B2BP2Y9MqQYo4v4Nx1Pi\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=V5Coi9uOZX9iqjLiB0OZ\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=B48sX5oabKi6bwu4fvAH\"" style=\""max-width: 100%\""></iframe>""]"
"Open Up Pick / Shallow Nations","","","Offense - Set Plays","Open Up Pick / Shallow Nations","[""https://lacrosse.labradorsports.com/play?l=efGO6UtXPFjelxwjbRCM""]","This is a simple pick or dodging play that should free up an player slipping to the cage.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=efGO6UtXPFjelxwjbRCM\"" style=\""max-width: 100%\""></iframe>""]"
"Picking in Zones","","","Zone Offense","Picking in Zones","[""https://lacrosse.labradorsports.com/play?l=5bLGaRp9t1rPlWUCA60M""]","","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=5bLGaRp9t1rPlWUCA60M\"" style=\""max-width: 100%\""></iframe>""]"
"Power 1 - Midfield Motion - Alley","","","Offense - Set Plays","Power 1 - Midfield Motion - Alley","[""https://lacrosse.labradorsports.com/play?l=GJwQGEI7JUipLLS9INlg""]","The Power 1 Midfield Play is a set play that uses a misdirection pick or a double pick to produce a step-down shot from 8-10 yards by creating a skip lane or a shot on the run with a sweep by picking the switch.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=GJwQGEI7JUipLLS9INlg\"" style=\""max-width: 100%\""></iframe>""]"
"Quick Hitters","","","Man Up","Quick Hitters","[""https://lacrosse.labradorsports.com/play?l=8gsex6n0ug0oB4GKfH2G"",""https://lacrosse.labradorsports.com/play?l=GVPST2wpx2uGa1Wib5gi"",""https://lacrosse.labradorsports.com/play?l=n8finpOQqgY9uge5WUtE"",""https://lacrosse.labradorsports.com/play?l=5iOVOyylFsysB2gFppBc"",""https://lacrosse.labradorsports.com/play?l=k8NDRgOLMdqRWxu3UKXz"",""https://lacrosse.labradorsports.com/play?l=70frxrGiOEilpYht10eT"",""https://lacrosse.labradorsports.com/play?l=pYvSMnanxBMZkSUn89Vt"",""https://lacrosse.labradorsports.com/play?l=fFVja355bp5zs9o0MJOL""]","2-2-2 Quick is Quick passing + off-ball seal + timed cut = Lots of goals. | Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2. | This simple and effective man up play uses an off ball 2 man game to pick on a single off ball defender with quick ball movement. | A brilliantly designed Man Up Play by the Duke Blue Devils to beat Denver in 2023 | Man play | An awesome little set play that Rutgers ran vs Penn State in 2021.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=8gsex6n0ug0oB4GKfH2G\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=GVPST2wpx2uGa1Wib5gi\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=n8finpOQqgY9uge5WUtE\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=5iOVOyylFsysB2gFppBc\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=k8NDRgOLMdqRWxu3UKXz\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=70frxrGiOEilpYht10eT\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=pYvSMnanxBMZkSUn89Vt\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=fFVja355bp5zs9o0MJOL\"" style=\""max-width: 100%\""></iframe>""]"
