ID,Title,Content,Positions,"Academy Single Drills","Academy Drill Equipment","Players See & Do The Skills","Coach the Skills","Players Own the Skills","Space Needed",Complexity,"Sets and Reps","Drill Length in Minutes","Quiz / Workout Categories","Quiz / Workout Tags"
47715,"Punch and Pull Passing Drill",[embed]https://vimeo.com/995815050[/embed],,"Offense (with ball)>Passing",,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","passing|punch and pull|Skills-Academy"
47717,"Question Mark Shooting Drill",[embed]https://vimeo.com/1010347709[/embed],,"Offense (with ball)>Finishing From X",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","question mark technique|shooting|Skills-Academy"
47719,"Question Mark Spot Training Drill",[embed]https://vimeo.com/1010347595[/embed],,"Offense (with ball)>Finishing From X",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","question mark technique|shooting|Skills-Academy"
47721,"Quick Stick Catching Drill",[embed]https://vimeo.com/1002923901[/embed],,"Offense (with ball)>Catching Drills","Bounce Back or Partner",6-8,6-8,9-10,"Field (Balls in Flight)>5x15 Yard Box",Foundation,"2 Sets (1 per hand) of 10 Reps","3 Minutes","One Lax Credit|One Midfield Medal","catching|quick stick|Skills-Academy"
47723,"Quick Switches Hand Speed Drill",[embed]https://vimeo.com/1002923934[/embed],,"Offense (with ball)>Dodging>Split Dodge",,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"3 Sets for 20 Seconds Each","3 Minutes","One Lax Credit|One Midfield Medal","hand switching|Skills-Academy|stick work"
47725,"Rebound Roll Dodge Drill",[embed]https://vimeo.com/999673005[/embed],,"Offense (with ball)>Dodging>Roll Dodge",Cones,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","rebound|roll dodge|Skills-Academy"
47727,"Richmond Step and Shoot on the Run Drill",[embed]https://vimeo.com/995815179[/embed],,"Offense (with ball)>Shooting>Shooting on the Run",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","footwork|shooting on the run|Skills-Academy"
47729,"Right Alley Crease Slide Drill",[embed]https://vimeo.com/1010346738[/embed],,"Defense (no ball)>Slide and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Advanced,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","crease defense|defensive sliding|One Defense Dollar|Skills-Academy"
47731,"Rocker Dodge From X Drill",[embed]https://vimeo.com/1010352117[/embed],,"Offense (with ball)>Finishing From X",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","dodging from X|roll dodge|Skills-Academy"
47733,"Rocker to Roll Dodge Drill",[embed]https://vimeo.com/998919015[/embed],,"Offense (with ball)>Dodging>Rocker / Hesitation",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","rocker step|roll dodge|Skills-Academy"
47735,"Roll Dodge to Set Feet - Time and Room Shooting Drill",[embed]https://vimeo.com/995815254[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","roll dodge|Skills-Academy|time and room shooting"
47737,"Sell the Shot Roll Dodge Drill",[embed]https://vimeo.com/998919094[/embed],,"Offense (with ball)>Dodging>Roll Dodge",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","roll dodge|shot fake|Skills-Academy"
47739,"Shooting Cradle Circles Drill",[embed]https://vimeo.com/1000143531[/embed],,"Offense (with ball)>Cradling",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>5x5 Yard Box",Building,"4 Sets (2 per hand) for 20 Seconds Each","3 Minutes","One Lax Credit|One Midfield Medal","cradling|shooting preparation|Skills-Academy"
47741,"Shooting on the Run - No Shooting Cradle - Quick Release Drill",[embed]https://vimeo.com/995814803[/embed],,"Offense (with ball)>Shooting>Shooting on the Run",Goal,6-10,8-12,10-14,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Lax Credit|One Midfield Medal","cradling|shooting on the run|Skills-Academy"
47743,"Shooting on the Run Around a Curve Drill - Across The Top",[embed]https://vimeo.com/995813416[/embed],,"Offense (with ball)>Shooting>Shooting on the Run",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Lax Credit|One Midfield Medal","curved path|shooting on the run|Skills-Academy"
47745,"Shooting on the Run Around a Curve Drill - Down The Alley",[embed]https://vimeo.com/995813504[/embed],,"Offense (with ball)>Shooting>Shooting on the Run",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Lax Credit|One Midfield Medal","curved path|shooting on the run|Skills-Academy"
47747,"Shooting on the Run Around a Curve Drill - Up The Hash / Turn The Corner",[embed]https://vimeo.com/995813569[/embed],,"Offense (with ball)>Shooting>Shooting on the Run",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Lax Credit|One Midfield Medal","curved path|shooting on the run|Skills-Academy"
47749,"Shoulder to Nose Cradle",[embed]https://vimeo.com/1000143366[/embed],,"Offense (with ball)>Cradling",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>5x5 Yard Box",Foundation,"4 Sets (2 per hand) for 20 Seconds Each","3 Minutes","One Lax Credit|One Midfield Medal","cradling|shoulder to nose|Skills-Academy"
47751,"Shoulder to Shoulder Cradle",[embed]https://vimeo.com/1000143384[/embed],,"Offense (with ball)>Cradling",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>5x5 Yard Box",Foundation,"4 Sets (2 per hand) for 20 Seconds Each","3 Minutes","One Lax Credit|One Midfield Medal","cradling|shoulder to shoulder|Skills-Academy"
47753,"Shuffle Step Time and Room Shooting Drill - Behind The Goal",[embed]https://vimeo.com/995815371[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-8,6-10,10-14,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Advanced,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","shooting|shuffle step|Skills-Academy"
47755,"Side Arm Extended Swat The Fly Shooting Drill",[embed]https://vimeo.com/1010347821[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-10,8-12,10-14,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","extended release|sidearm shooting|Skills-Academy"
47757,"Side Arm Shuffle and Shoot Drill",[embed]https://vimeo.com/1007726527[/embed],,"Offense (with ball)>Shooting>Time and Room",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","footwork|sidearm shooting|Skills-Academy"
47759,"Sidearm Swat The Fly Shooting Drill",[embed]https://vimeo.com/1007664485[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","sidearm shooting|Skills-Academy|swat the fly"
47761,"Single Cradle Catching Drill",[embed]https://vimeo.com/1005106282[/embed],,"Offense (with ball)>Catching Drills","Bounce Back or Partner",6-8,6-8,9-10,"Field (Balls in Flight)>5x15 Yard Box",Foundation,"2 Sets (1 per hand) of 10 Reps","3 Minutes","One Lax Credit|One Midfield Medal",catching|cradling|Skills-Academy
47763,"Single Jab Split Dodge Drill",[embed]https://vimeo.com/995815475[/embed],,"Offense (with ball)>Dodging>Split Dodge",,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","jab step|Skills-Academy|split dodge"
47765,"Skeleton Defending at X Drill",[embed]https://vimeo.com/1010348273[/embed],,"Defense (no ball)>Defending at X",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defending X|defensive positioning|One Defense Dollar|Skills-Academy"
47767,"Skip Step Hesitation Drill",[embed]https://vimeo.com/1000499893[/embed],,"Offense (with ball)>Dodging>Rocker / Hesitation",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|explosive movement|Skills-Academy"
47769,"Slide Em Down - 2 Jab Explode Over The Top Drill",[embed]https://vimeo.com/996263742[/embed],,"Offense (with ball)>Dodging>Slide Em Dodging",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|jab step|Skills-Academy"
47771,"Slide Em Down - Explode Over The Top Drill",[embed]https://vimeo.com/1007664383[/embed],,"Offense (with ball)>Dodging>Slide Em Dodging",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|explosive movement|Skills-Academy"
47773,"Slide Em Down - Explode Underneath Drill",[embed]https://vimeo.com/996263664[/embed],,"Offense (with ball)>Dodging>Slide Em Dodging",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|explosive movement|Skills-Academy"
47775,"Slide Em Down - Jab and Go Underneath Drill",[embed]https://vimeo.com/996263566[/embed],,"Offense (with ball)>Dodging>Slide Em Dodging",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|jab step|Skills-Academy"
47777,"Slide Em Down - Jab to Keep Em Honest Drill",[embed]https://vimeo.com/1007664325[/embed],,"Offense (with ball)>Dodging>Slide Em Dodging",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|jab step|Skills-Academy"
47779,"Slide Em Up - 3 Step Split Underneath.",[embed]https://vimeo.com/996264010[/embed],,"Offense (with ball)>Dodging>Slide Em Dodging",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","jab step|Skills-Academy|split dodge"
47781,"Slide Em Up - Explode Over The Top",[embed]https://vimeo.com/996263840[/embed],,"Offense (with ball)>Dodging>Slide Em Dodging",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|explosive movement|Skills-Academy"
47783,"Slide Em Up - Explode Underneath Dodging Drill",[embed]https://vimeo.com/1007664421[/embed],,"Offense (with ball)>Dodging>Slide Em Dodging",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|explosive movement|Skills-Academy"
47785,"Split to Set Feet - Time and Room Shooting Drill",[embed]https://vimeo.com/995815554[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","Skills-Academy|split dodge|time and room shooting"
47787,"Standing Switches - Up to Pass Drill",[embed]https://vimeo.com/995815631[/embed],,"Offense (with ball)>Dodging>Split Dodge",,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"1 Set of 4 Reps","3 Minutes","One Lax Credit|One Midfield Medal","hand switching|passing|Skills-Academy"
47789,"Step Away Inside Roll on GLE Drill",[embed]https://vimeo.com/1010347237[/embed],,"Offense (with ball)>Finishing From X",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","GLE play|roll dodge|Skills-Academy"
47791,"Step Away Passing Drill",[embed]https://vimeo.com/995815695[/embed],,"Offense (with ball)>Passing",Goal,6-10,8-12,10-14,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Advanced,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal",footwork|passing|Skills-Academy
47793,"Step Away ReAttack Drill",[embed]https://vimeo.com/1000499951[/embed],,"Offense (with ball)>Dodging>Rocker / Hesitation",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|explosive movement|Skills-Academy"
47795,"Step Away Turn The Corner - Island Finishing Drill",[embed]https://vimeo.com/1007664259[/embed],,"Offense (with ball)>Finishing From X",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","finishing|Skills-Academy|turn the corner"
47797,"Stick Away Turn and Switch Hands Drill",[embed]https://vimeo.com/998918868[/embed],,"Offense (with ball)>Dodging>Roll Dodge",,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","Skills-Academy|stick protection|turning"
47799,"Strong Hand Wide Turn Ground Ball to Long Pass Drill",[embed]https://vimeo.com/1006972934[/embed],,"Defense (with ball)>Ground Balls","Cones|Goal|Multiple Balls",6-8,6-8,9-10,"Field (Balls in Flight)>10x30+ Yards Box",Building,"1 Set of 5 Reps","2 Minutes","One Defense Dollar|One Lax Credit","long passing|scooping|Skills-Academy"
47801,"Strong Hand Wide Turn Ground Balls",[embed]https://vimeo.com/995816128[/embed],,"Offense (with ball)>Ground Balls",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","3 Minutes","One Lax Credit|One Midfield Medal","scooping|Skills-Academy|wide turn"
47803,"Swat The Fly - Extended - Time and Room Shooting Drill",[embed]https://vimeo.com/995813655[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-10,8-12,10-14,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","extended release|passing|Skills-Academy"
47805,"Swat The Fly - Inside Hand Passing Drill",[embed]https://vimeo.com/995814508[/embed],,"Offense (with ball)>Passing",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","inside hand|passing|Skills-Academy"
47807,"Swat The Fly Drill - Behind The Goal",[embed]https://vimeo.com/995815775[/embed],,"Offense (with ball)>Passing",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","passing|Skills-Academy|swat the fly"
47809,"T2 Shooting on the Run Footwork Drill",[embed]https://vimeo.com/995815891[/embed],,"Offense (with ball)>Shooting>Shooting on the Run",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Lax Credit|One Midfield Medal","footwork|shooting on the run|Skills-Academy"
47811,"Talk To - Listen To Top Hand Fake Drill",[embed]https://vimeo.com/997569552[/embed],,"Offense (with ball)>Faking",,6-10,8-12,10-14,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Building,"2 Sets (1 per hand) of 2 Reps - 20 Seconds Each","3 Minutes","One Attack Token|One Lax Credit",cradling|faking|Skills-Academy
47813,"True Rocker Drill",[embed]https://vimeo.com/1000500048[/embed],,"Offense (with ball)>Dodging>Rocker / Hesitation",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|explosive movement|Skills-Academy"
47815,"Underhand Extended Swat The Fly Shooting Drill",[embed]https://vimeo.com/1010346356[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-10,8-12,10-14,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","extended release|Skills-Academy|underhand passing"
47817,"Underhand Shuffle and Shoot Drill",[embed]https://vimeo.com/1007726431[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","footwork|Skills-Academy|underhand shooting"
47819,"Underhand Swat The Fly Shooting Drill",[embed]https://vimeo.com/1007664559[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","Skills-Academy|swat the fly|underhand shooting"
47821,"Up The Hash - Lever Shot Drill",[embed]https://vimeo.com/1007665612[/embed],,"Offense (with ball)>Finishing From X",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","lever technique|shooting|Skills-Academy"
47823,"Up to Pass Face Dodge Drill",[embed]https://vimeo.com/994566727[/embed],,"Offense (with ball)>Dodging>Face Dodge",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>5x30 Yard Box",Foundation,"2 Sets (1 per hand) of 2 Reps","4 Minutes","One Lax Credit|One Midfield Medal","face dodge|passing|Skills-Academy"
47825,"V-Hold Wrap Check on a Goal Drill",[embed]https://vimeo.com/1006973004[/embed],,"Defense (no ball)>Checking",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Advanced,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","One Defense Dollar|Skills-Academy|V-hold|wrap check"
47827,"V-Hold Wrap Check the Roll on the Goal Drill",[embed]https://vimeo.com/1010352013[/embed],,"Defense (no ball)>Checking",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Advanced,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","defensive checking|One Defense Dollar|Skills-Academy|V-hold"
47829,"Vertical Cradle Circles",[embed]https://vimeo.com/1000143452[/embed],,"Offense (with ball)>Cradling",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>5x5 Yard Box",Building,"4 Sets (2 per hand) for 20 Seconds Each","3 Minutes","One Lax Credit|One Midfield Medal","cradling|Skills-Academy|stick work"
47831,"W Checking and Footwork Drill",[embed]https://vimeo.com/1006972513[/embed],,"Defense (no ball)>Checking",Cones,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Building,"3 Sets of 20 Seconds Each","2 Minutes","One Defense Dollar|One Lax Credit","defensive checking|One Defense Dollar|Skills-Academy|stick work"
47833,"Wind Up Face Dodge to Shin Cradles",[embed]https://vimeo.com/1000143512[/embed],,"Offense (with ball)>Cradling",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>5x5 Yard Box",Building,"4 Sets (2 per hand) for 20 Seconds Each","3 Minutes","One Lax Credit|One Midfield Medal","cradling|face dodge|Skills-Academy"
47835,"Wind Up Face Dodge to Shot Drill",[embed]https://vimeo.com/995816196[/embed],,"Offense (with ball)>Dodging>Face Dodge",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","face dodge|finishing|Skills-Academy"
47837,"Wrap Check on a Goal Drill",[embed]https://vimeo.com/1006973110[/embed],,"Defense (no ball)>Checking",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Advanced,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","cross check|One Defense Dollar|Skills-Academy|wrap check"
47839,"Wrap Check the Roll on the Goal Drill",[embed]https://vimeo.com/1010347474[/embed],,"Defense (no ball)>Checking",Goal,8-10,10-14,14-18,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Advanced,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","cross check|defensive checking|One Defense Dollar|Skills-Academy"
48192,"Quiz / Workout Title",,,,,,,,,,,,,
